conceptType,conceptUri,preferredLabel,status,skillType,reuseLevel,altLabels,description,broaderConceptUri,broaderConceptPT
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77390acd-7cf6-4cb2-895a-16bc6b6d2058,wilde planten en dieren,released,knowledge,sector-specific,wildlife | dieren in het wild,"Niet genetisch gemodificeerde diersoorten, alsmede alle planten, schimmels en andere organismen die in een gebied in het wild leven of in het wild leven zonder door de mens te worden binnengebracht. Wilde dieren zijn te vinden in alle ecosystemen, zoals woestijnen, bossen, regenwouden, vlakten, graslanden en andere gebieden, zelfs in de meest ontwikkelde stedelijke gebieden, en alle hebben verschillende wilde dieren en planten. Het hanteren van apparatuur voor het vangen van wilde dieren.",http://data.europa.eu/esco/isced-f/0522,habitats en in het wild levende dieren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/77f109c4-3107-4d2a-a512-5160ac103933,milieugegevens analyseren,released,skill/competence,sector-specific,milieudata analyseren,Gegevens analyseren die correlaties tussen menselijke activiteiten en milieueffecten interpreteren.,http://data.europa.eu/esco/skill/9af1bd12-01bd-4d6a-947b-69e64f23150a | http://data.europa.eu/esco/skill/1b70a55d-b8a4-49fc-96c6-15ab4cff2522 | http://data.europa.eu/esco/skill/a571ae14-3e16-4fd3-a615-5646e0b0b696 | http://data.europa.eu/esco/skill/ba1f6201-b206-4459-b178-706db34a851d | http://data.europa.eu/esco/skill/57231a22-4da7-49c8-97b8-75672feadf1e | http://data.europa.eu/esco/skill/1e77e42a-181f-4b48-8e74-201ce50ffc29 | http://data.europa.eu/esco/skill/1d6c7de4-350e-4868-a47b-333b4b0d9650 | http://data.europa.eu/esco/skill/81a2db2c-7e55-44d0-9cd9-74c25147d7cd | http://data.europa.eu/esco/skill/36ff57b0-637d-4a83-a0e8-d14f86f9f078,"kwalitatieve informatie verwerken | gegevensverwerkingstechnieken gebruiken | gegevens inspecteren | analyseren van wetenschappelijk en medische gegevens | kwantitatieve gegevens beheren | actuele gegevens interpreteren | gegevens, informatie en digitale inhoud evalueren | testgegevens analyseren | wetenschappelijke gegevens analyseren"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7808ccb8-9797-4864-80e3-37119ca32b30,compostering monitoren,released,skill/competence,occupation-specific,toezicht houden op compostering | compostering controleren,De biologisch afbreekbare materialen mengen met inachtneming van de geschikte proporties en toezicht houden op het afbraakproces van organisch afval.,http://data.europa.eu/esco/skill/bf4822d3-1f66-499d-afc9-151a9ba33e58,bereiden van mengsels en oplossingen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7832b684-580c-4eaf-a8b3-322164b041ab,informatie geven over zonnepanelen,released,skill/competence,cross-sector,informatie verstrekken over zonnepanelen,"Organisaties en particulieren die zoeken naar alternatieve methoden om faciliteiten en verblijfplaatsen te voorzien van energie, informatie geven over de kosten, voordelen en negatieve aspecten van de installatie en het gebruik van zonnepanelen, en waarmee er rekening moet worden gehouden bij de aankoop en installatie van zonnesystemen.",http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d | http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,anderen adviseren | informatie geven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/79a5bc25-5b59-47bc-a4c2-fb8e8cb1ddf6,systemen voor slimme netwerken,released,knowledge,sector-specific,,"Slimme netwerken vormen een digitaal elektriciteitsnetwerk. Het systeem omvat de elektronische digitale besturing voor productie, distributie en gebruik van elektriciteit, informatiebeheer van de componenten en energiebesparing.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ac88283-80aa-4a1f-93f8-213cd2a469cb,energiesystemen op zee ontwerpen,released,skill/competence,sector-specific,,"Ontwerpspecificaties voor energiesystemen op zee en de onderdelen daarvan ontwerpen, waarbij het ontwerp wordt geoptimaliseerd met het oog op een veilige en efficiënte energieproductie. Controlelijsten opstellen voor de inspectie en monitoring van afgewerkte installatieprojecten op zee.
	",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"ontwerpen van industriële materialen, systemen en producten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7afd29d7-9c9f-4151-83f2-562b8c94a3af,transportbeheerconcepten toepassen,released,skill/competence,sector-specific,,"Toepassen van concepten voor het beheer in de vervoerssector om de transportprocessen te verbeteren, afval te verminderen, de efficiëntie te verhogen en de planning te verbeteren.",http://data.europa.eu/esco/skill/58bd927f-e4cc-4b61-a679-cb91b3f8075a | http://data.europa.eu/esco/skill/6a59e69f-4f2c-4277-bbb3-c7bb792569d5,volgen van instructies en procedures | vervoersstrategie van een bedrijf beheren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7b3717e4-e963-44e0-b94f-1088a7242da0,planten verzorgen,released,skill/competence,sector-specific,,"De behoefte aan verzorgende activiteiten bepalen en de verzorging uitvoeren door de planten en de bomen met de hand te planten, water te geven en te besproeien, of door daarvoor geschikte uitrusting te gebruiken, rekening houdend met de plantensoorten en met inachtneming van de veiligheidseisen.",http://data.europa.eu/esco/skill/b7c82b1b-cff9-4641-a62f-e4e28395eade,bebouwen van land en telen van gewassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7c2c81fe-b5f5-4691-a58d-7fd0a8b6c0e1,hitteverlies van de oven voorkomen,released,skill/competence,occupation-specific,,Hitteverlies voorkomen door de ovendeur met bakstenen en klei af te sluiten.,http://data.europa.eu/esco/skill/bdf2aa76-360d-429d-a967-bdb691f241fa,"bedienen van ovens, hoogovens en droogapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7cefbd03-d544-4184-a9b4-caa1eea2a646,invloed van het toerisme op het milieu,released,knowledge,sector-specific,positieve en negatieve gevolgen van toerisme op de natuur | recreatiedruk | gevolgen van toerisme op het milieu,De studie naar de milieueffecten van reizen en toeristische activiteiten op bestemmingen.,http://data.europa.eu/esco/isced-f/1015,"reizen, toerisme en vrijetijdsbesteding"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7d70ed20-1c29-4ce3-bda5-9ba6c957a2d2,soorten golfenergieomzetters,released,knowledge,sector-specific,,"Verschillende soorten apparaten om golfkracht te benutten, zoals puntabsorberende boeien, oppervlakteverzwakkers, oscillerende golfstootomvormers, overslagapparatuur of ondergedompelde drukverschilomvormers.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7f321b88-3d16-4e30-8163-5494ca8ce978,anderen betrekken bij milieuvriendelijk gedrag,released,skill/competence,transversal,,"Informatie verstrekken over en bevordering van milieuvriendelijk gedrag in sociale netwerken en op het werk.
  ",http://data.europa.eu/esco/skill/80cf002a-6586-4db7-9c9a-88325a9a5e1b,ecologische vaardigheden en competenties toepassen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7feca0cc-f0b3-470d-ba03-48c0f7cff286,voorlichting geven over duurzaam toerisme,released,skill/competence,sector-specific,,"Educatieve programma’s en middelen ontwikkelen voor individuele personen of groepen met een gids om informatie te verstrekken over duurzaam toerisme en de invloed van menselijke interactie op het milieu, de plaatselijke cultuur en het natuurlijk erfgoed. Reizigers voorlichten over het maken van een positieve impact en hen bewust maken van milieukwesties.
   ",http://data.europa.eu/esco/skill/e2bdf081-333a-414f-b8ac-93c76290f167,coachen en begeleiden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/7ff9cce1-6518-48db-8f59-2beb81508fb2,informatie geven over windturbines,released,skill/competence,sector-specific,informatie verstrekken over windmolens | informatie verstrekken over windturbines | informatie geven over windmolens,"Organisaties en particulieren die zoeken naar alternatieve energiemethoden op de hoogte stellen van de kosten, voordelen en negatieve aspecten van de installatie en het gebruik van windturbines, zowel voor residentieel als voor gemeenschappelijk gebruik, en waarmee rekening moet worden gehouden bij de toepassing van windturbinetechnologie.",http://data.europa.eu/esco/skill/732cb4dd-af91-4c88-9a9f-5fc62144e500,informatie geven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8034a1ea-5ee0-4a84-8fd3-16411c8d86fb,boslandbouw,released,knowledge,sector-specific,,"De toepassing van landbeheersystemen en -technologieën die bomen en andere houtachtige vaste planten integreren met traditionele akkerbouw om de landbouwproductie in stand te houden en tegelijkertijd de bescherming van de natuurlijke omgeving te waarborgen.
	",http://data.europa.eu/esco/isced-f/0821,bosbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/81af8698-9873-4b3d-b6d2-8eb275bf170b,bedreigingen voor het milieu,released,knowledge,sector-specific,milieugevaren | milieubedreigingen,"De bedreigingen voor het milieu die verband houden met biologische, chemische, nucleaire, radiologische en fysieke gevaren.",http://data.europa.eu/esco/isced-f/0521,milieuwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82423b5c-486f-42e7-b00e-7358757a8de5,monsters op verontreinigende stoffen testen,released,skill/competence,sector-specific,,"De concentraties van verontreinigende stoffen meten binnen de monsters. De luchtverontreiniging- of gasstroom in industriële processen berekenen. Potentiële veiligheids- of gezondheidsrisico’s, zoals straling, in kaart te brengen.",http://data.europa.eu/esco/skill/b5a1fc87-c9f2-41f4-a1ae-28e023715592 | http://data.europa.eu/esco/skill/5aec5b83-df71-483e-90b9-21e56a0a3cb2 | http://data.europa.eu/esco/skill/d2e8f452-ac19-4eed-b984-8f55d2a5b763,monstertests uitvoeren | vervuiling meten | testen en analyseren van stoffen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8248a071-5307-4a64-a62d-643a35ec31e2,soorten fotovoltaïsche panelen,released,knowledge,cross-sector,categorieën fotovoltaïsche panelen | typen fotovoltaïsche panelen | categorieën zonnepanelen | soorten zonnepanelen | typen zonnepanelen,"Verschillende soorten fotovoltaïsche cellen en panelen, met verschillende efficiëntie in verschillende soorten weer, kosten, duurzaamheid, levensduur en montagemogelijkheden.",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/824fc4ec-4217-46c5-8a5c-f752bb0d2d73,ongediertebiologie,released,knowledge,occupation-specific,,Biologische kenmerken van insecten en ongedierte en hun invloed op het kiezen van een methode voor ongediertebestrijding.,http://data.europa.eu/esco/isced-f/0511,biologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/829d1376-41bf-4c41-9bc3-62dce647677c,systemen voor kunstmatige verlichting,released,knowledge,sector-specific,,"Soorten kunstverlichting en het stroomverbruik ervan. Fluorescentielampen met hoge frequentie, ledverlichting, natuurlijk daglicht en geprogrammeerde regelsystemen maken een efficiënt gebruik van energie mogelijk.
	",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/82fea746-853f-4f1b-8ab7-55de8619cccd,lean manufacturing,released,knowledge,cross-sector,,"Lean manufacturing betekent dat er gebruikgemaakt wordt van een methodologie die gericht is op het minimaliseren van verspilling binnen productiesystemen en tegelijkertijd op het maximaliseren van de productiviteit.
	",http://data.europa.eu/esco/isced-f/0413,management en bestuur
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8318ca1f-117e-4a21-a07a-5d7515a21035,opleiding geven op het gebied van de ontwikkeling en het beheer van duurzaam toerisme,released,skill/competence,sector-specific,,"Opleiding en capaciteitsopbouw voor personeel in de toeristische sector leveren om hen te informeren over de beste praktijken bij de ontwikkeling en het beheer van toeristische bestemmingen en pakketten, waarbij een minimale impact op het milieu en op de plaatselijke gemeenschappen en een strikte instandhouding van beschermde gebieden en dier- en plantensoorten worden gewaarborgd.
   ",http://data.europa.eu/esco/skill/6c4fa8c8-e9e1-49b5-897f-6b61fe649488 | http://data.europa.eu/esco/skill/2cb27e30-2be7-4a09-9502-fdd2102c046b,opleiden op het gebied van operationele procedures | opleidingen over milieuaangelegenheden geven
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83331548-2159-4b87-9177-c3cb29978540,bomen inspecteren,released,skill/competence,cross-sector,,Boominspecties en -onderzoeken uitvoeren.,http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,controleren van omgevingsomstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/83fc0b2b-6cd2-46af-b1ff-d3fc83604c26,energie-efficiëntie,released,knowledge,sector-specific,energiezuinigheid,"Gebied van informatie over de vermindering van het gebruik van energie. Het omvat de berekening van het energieverbruik, het verstrekken van certificaten en ondersteunende maatregelen, het besparen van energie, het verminderen van de vraag, het aanmoedigen van een efficiënt gebruik van fossiele brandstoffen en het bevorderen van het gebruik van hernieuwbare energie.",http://data.europa.eu/esco/isced-f/0713,elektriciteit en energie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8550a96d-3970-46e1-83e1-371c59473ec4,agrotoeristische diensten verlenen,released,skill/competence,sector-specific,,"Diensten verlenen voor agrotoeristische activiteiten op het landbouwbedrijf. Dit kan onder meer bestaan in het aanbieden van B&B-diensten, kleinschalige catering, ondersteuning van activiteiten op het gebied van agrotoerisme en recreatie, zoals „riding”, lokale rondleidingen, het verstrekken van informatie over de productie en de geschiedenis van landbouwbedrijven en de verkoop van kleinschalige plaatselijke landbouwproducten.",http://data.europa.eu/esco/skill/e06f2d35-a160-46c2-89f1-9cae9c93c8b8,verkopen van producten en diensten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8570573a-937b-406a-b4b2-1def0387d0d1,geconcentreerde zonne-energiesystemen onderhouden,released,skill/competence,sector-specific,,"Het uitvoeren van routineonderhoud en van reparaties aan systemen waarbij gebruik wordt gemaakt van reflecterende materialen, zoals lenzen en spiegels, en van volgsystemen om het zonlicht te concentreren in een lichtbundel, die een elektrische centrale door middel van zijn warmteopwekking aandrijft.",http://data.europa.eu/esco/skill/ec0401f1-f690-46be-934b-f6f5611085f5,"onderhouden van elektrische, elektronische en precisieapparatuur"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85947873-e99a-4b08-a4e3-743942710fea,visserijprojecten beheren,released,skill/competence,sector-specific,,"Overleg plegen met contractanten van zowel de overheids- als de particuliere sector in projecten op het gebied van visserij, zoals herstelinspanningen. De voorgestelde plannen overlopen en expertise bieden. Aanvragen voor subsidies voor het visserijprogramma voorbereiden. Technische bijstand verlenen aan burgerprojecten in het kader van de civiele visserij. Het effect van milieuveranderingen op de wateren bestuderen. Klachten van het publiek oplossen. Voorschriften opstellen om visserijproblemen te identificeren en oplossingen aan te bevelen.",http://data.europa.eu/esco/skill/cd5efa8c-e44d-4cbc-91c6-796018dbed68 | http://data.europa.eu/esco/skill/190f64e1-b7b6-4c53-b20b-80f9215ef6ca,projectbeheer uitvoeren | toezicht uitoefenen op projecten en deze sturen en coördineren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/85f73cdf-fb6f-434d-8fff-fcd723834a90,milieusanering uitvoeren,released,skill/competence,sector-specific,milieuherstel uitvoeren,"Het uitvoeren van activiteiten die zorgen voor de verwijdering van bronnen van verontreiniging en verontreiniging vanuit het milieu, in overeenstemming met de voorschriften inzake milieuherstel.",http://data.europa.eu/esco/skill/0d75a128-bd88-4c1b-b70d-8e963aeb490c | http://data.europa.eu/esco/skill/089ee650-297e-4716-87d1-440743b70a0d | http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,manieren toepassen om vervuiling te verminderen | zorgen voor naleving van de milieuwetgeving | naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8604cb5f-9e1f-427c-ba23-3c4a6853fe95,collectorsystemen voor windparken ontwerpen,released,skill/competence,sector-specific,collectorsystemen voor windmolenparken ontwerpen | collectorsystemen voor windturbineparken ontwerpen,"Systemen ontwerpen die afzonderlijke windturbines op een windturbinepark met elkaar verbinden en de energie inzamelen en overdragen aan een onderstation, waardoor de gegenereerde elektrische energie kan worden overgedragen, waarbij ervoor wordt gezorgd dat het systeem de turbines met elkaar en met het onderstation op een veilige en efficiënte manier verbindt.",http://data.europa.eu/esco/skill/c34b06c4-d164-4e49-a784-89d47de42ec2,"ontwerpen van industriële materialen, systemen en producten"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8614b988-b907-473e-a701-47b525959dc8,advies geven over energie-efficiëntie van verwarmingssystemen,released,skill/competence,cross-sector,raad geven over energie-efficiëntie van verwarmingsinstallaties | raad geven over energie-efficiëntie van verwarmingssystemen | advies geven over energie-efficiëntie van verwarmingsinstallaties,Het verstrekken van informatie en advies aan cliënten over de wijze waarop een energie-efficiënt verwarmingssysteem in hun woning of kantoor kan worden gehandhaafd en over de mogelijke alternatieven.,http://data.europa.eu/esco/skill/62afcfdd-a2a6-4143-bafb-59c77e15a01c | http://data.europa.eu/esco/skill/8bc75dce-beba-40f9-93fc-66c9708ed74b | http://data.europa.eu/esco/skill/045f71e6-0699-4169-8a54-9c6b96f3174d,adviseren over producten en diensten | advies geven over efficiëntieverbeteringen | anderen adviseren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/862920c8-f2d0-4058-8fb8-9f06fbfc2446,recycleprogramma’s ontwikkelen,released,skill/competence,sector-specific,recyclageprogramma’s ontwikkelen,Recycleprogramma's ontwikkelen en coördineren; inzamelen en verwerken van recycleerbare materialen om afval te verminderen.,http://data.europa.eu/esco/skill/c23e0a2f-f04b-45bc-b0dd-20571f6b502c,operationele beleidslijnen en procedures ontwikkelen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86df7af2-f9f3-4c06-a500-7f1fba9e78fe,gezondheids- en veiligheidsprocedures in de bouw in acht nemen,released,skill/competence,cross-sector,gezondheids- en veiligheidsprocedures in de bouw nakomen | gezondheids- en veiligheidsprocedures in de bouw naleven,"De relevante gezondheids- en veiligheidsprocedures in de bouw toepassen om ongevallen, verontreiniging en andere risico’s te voorkomen.",http://data.europa.eu/esco/skill/5bcec244-3efe-45ac-8891-0ab4a91e9c48,naleven van gezondheids- en veiligheidsprocedures
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/86f0bb12-6491-4be7-8306-c88900e91a63,groene obligaties,released,knowledge,sector-specific,,"De financiële instrumenten die op financiële markten worden verhandeld en die gericht zijn op het aantrekken van kapitaal voor projecten met specifieke milieuvoordelen.
	",http://data.europa.eu/esco/isced-f/0412,"financiën, banken en verzekeringen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/87af00b5-30fa-41c8-bfa5-357f22c8d589,defecte onderdelen vervangen,released,skill/competence,cross-sector,,Defecte onderdelen verwijderen en te vervangen door goed werkende componenten.,http://data.europa.eu/esco/skill/e487f6f8-854d-4210-9658-4196f07cc209 | http://data.europa.eu/esco/skill/a4cf0e8a-54f6-4fd5-8650-1c82ea86cfd2 | http://data.europa.eu/esco/skill/ade18380-76dc-4263-8c95-f61c0a887fc4,elektronische componenten repareren | werken met machines en gespecialiseerde apparatuur | defecte apparaten vervangen of repareren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/885808f7-f42b-406e-95f2-28efcd45ddda,energiebeheer van installaties uitvoeren,released,skill/competence,cross-sector,energiebeheer van gebouwen uitvoeren,Bijdragen aan de ontwikkeling van doeltreffende strategieën voor energiebeheer en ervoor zorgen dat deze duurzaam zijn voor de gebouwen. Gebouwen en voorzieningen evalueren om na te gaan waar verbeteringen kunnen worden aangebracht op het gebied van energie-efficiëntie.,http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4 | http://data.europa.eu/esco/skill/b2c688b0-9106-466d-8b88-eafdfe608e7d,manieren vinden om de negatieve gevolgen van consumptie te verminderen | ontwerpen van structuren en faciliteiten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/88de7361-2054-4402-8e1a-a6feb61d8ba9,milieustudies rond luchthavens uitvoeren,released,skill/competence,sector-specific,,"Milieustudies, luchtkwaliteitsmodellen en studies op het gebied van ruimtelijke ordening voorbereiden en uitvoeren.",http://data.europa.eu/esco/skill/7eafec38-621a-4b6e-9298-bfe70ec0b253,wetenschappelijk of marktonderzoek uitvoeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89a94a26-29d4-4cd7-9e9d-faebc300c1b1,erosiebestrijding uitvoeren,released,skill/competence,sector-specific,,Processen en projecten inzake erosiebestrijding beheren. Erosiebestrijdingsacties plannen om erosie te controleren of te voorkomen en watervervuiling of bodemverlies te voorkomen.,http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/89f5fa96-ae45-4906-902c-d50ca51009c6,nieuwe mogelijkheden voor recycling identificeren,released,skill/competence,cross-sector,nieuwe mogelijkheden voor hergebruik identificeren | nieuwe kansen voor recyclage identificeren,"Onderzoeken van ideeën en mogelijkheden identificeren om de inzameling, verwerking en recycling van afvalstoffen te verbeteren.",http://data.europa.eu/esco/skill/bdcf429c-5ccf-4c3d-bb61-4c987573a35e | http://data.europa.eu/esco/skill/22c45bf7-e52b-475f-847b-c32a87f65a5d | http://data.europa.eu/esco/skill/cbe1b24e-00f3-4b17-94e9-1fcd34a11c3e,ondernemerszin tonen | circulaire economie | in kaart brengen van mogelijkheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8a5d67b6-4abf-4fae-bedf-78c8882d7d47,soorten voertuigmotoren,released,knowledge,cross-sector,,"Soorten automotoren in weg- en racewagens, met inbegrip van nieuwe technologieën zoals hybride motoren en elektromotoren, en hoe zij werken.",http://data.europa.eu/esco/isced-f/0716,"motorvoertuigen, schepen en vliegtuigen"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8abdc43c-2bfd-417c-97c2-27fcdaf53171,milieubewustzijn promoten,released,skill/competence,cross-sector,,"Bevorderen van duurzaamheid en bewustmaking van de effecten op het milieu van menselijke en industriële activiteit op basis van de koolstofvoetafdruk van bedrijfsprocessen en andere praktijken.
	",http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd | http://data.europa.eu/esco/skill/4c3ab565-747c-4db3-8c47-79e8d6f98cf4,adviseren over milieukwesties | manieren vinden om de negatieve gevolgen van consumptie te verminderen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bcf4ef0-edda-4f6a-a1ce-7defb1d324d6,waterbehandelingsprocedures uitvoeren,released,skill/competence,sector-specific,,"Handelingen zoals filteren, steriliseren en dechlorinatie uitvoeren om water voor consumptie en voedselproductie te zuiveren door gebruik te maken van verschillende procedures en technologieën zoals microfiltratie, omgekeerde osmose, ozonisatie, koolfiltratie of ultraviolet (UV) licht.",http://data.europa.eu/esco/skill/d3b2c894-33fb-47c4-aff0-27935a082bf6,"bedienen van systemen en apparatuur voor de verwerking van aardolie, chemicaliën en water"
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8bdd25f8-4b6e-40fe-a2cf-c1badc594114,geologie,released,knowledge,cross-sector,,"Vaste aarde, steensoorten, structuren en processen waarbij deze worden gewijzigd.",http://data.europa.eu/esco/skill/944e06e8-7b12-4064-9e72-d80cd6d0cbba | http://data.europa.eu/esco/isced-f/0532,aardwetenschappen
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8be4540d-db79-4213-8820-bda0d3fb74a7,aerocultuur,released,knowledge,sector-specific,,"Het kweken van planten zonder het gebruik van een aggregaat als aarde. De wortels van planten worden rechtstreeks blootgesteld aan de omringende lucht of nevel en geïrrigeerd met voedingsoplossingen.
   ",http://data.europa.eu/esco/isced-f/0812,tuinbouw
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c609e7c-5002-41a7-b629-0b98f132afb0,regelgeving inzake lozing van grondstoffen in zee,released,knowledge,occupation-specific,,"Kennis van milieureglementen voor het lozen van grondstoffen in de zee, garanderen van het gebruik van chemische desinfectie en dechlorinatie voor het produceren van schoon en veilig afvalwater voor lozing in zee.",http://data.europa.eu/esco/isced-f/0712,milieubeschermingstechnologie
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8c7707b3-cd9b-405a-b2e5-9df24172d4f9,terreinen controleren,released,skill/competence,occupation-specific,,"Tijdens speciale evenementen toezicht houden op de bescherming van het systeem, de toestand van de gronden en het verlies van water of planten als gevolg van een storing van het systeem rapporteren.",http://data.europa.eu/esco/skill/d519fadd-85bf-475f-bf14-c53a0290687d,controleren van omgevingsomstandigheden
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8ca08a35-2d2e-46f5-b440-8fc8ce736287,precisielandbouw toepassen,released,skill/competence,sector-specific,,"Gebruik maken van moderne technologieën en apparatuur met geavanceerde plaatsbepalingssystemen, geo-mapping en/of geautomatiseerde stuursystemen voor landbouwactiviteiten.",http://data.europa.eu/esco/skill/64acded2-d944-4f85-a703-cfe9375f706a,bedienen van land- of bosbouwmachines
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8dcdd2f0-1784-488f-9821-82a09c4f2cee,klachten inzake ondeugdelijke afvalverwerking onderzoeken,released,skill/competence,cross-sector,,Reageren op en onderzoeken van beschuldigingen en klachten over de behandeling en verwijdering van illegaal afval.,http://data.europa.eu/esco/skill/81f29457-6d0d-4f46-9e0a-7295c7c6f090,reageren op klachten
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df12fb1-7f41-4068-8d05-007e8fec8f33,bossen behouden,released,skill/competence,sector-specific,bossen beschermen,"Bosstructuren, de biodiversiteit en de ecologische functies proberen te behouden en te herstellen.",http://data.europa.eu/esco/skill/8064ae65-5d1b-44e1-9aaf-246a4285a9a6,naleven van wetten en normen op het gebied van milieubescherming
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8df86db8-dfcd-414b-854f-ad1cdb18d733,communiceren over de gevolgen van mijnbouw voor het milieu,released,skill/competence,sector-specific,,"Voorbereiden van gesprekken, lezingen, overleg met belanghebbenden en openbare hoorzittingen over milieukwesties in verband met mijnbouw.",http://data.europa.eu/esco/skill/e541c69c-ea80-4b17-87cb-4001d0b9d303 | http://data.europa.eu/esco/skill/062a9fde-cd91-44f9-9a2f-9e2bc3b281fd,gevolgen voor het milieu beoordelen | adviseren over milieukwesties
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8e01e994-0e09-4fbb-a76b-7f615678cc7d,biogasinstallaties onderhouden,released,skill/competence,occupation-specific,onderhoud in een biogasfabriek uitvoeren,"Routineonderhoud en reparaties uitvoeren op apparatuur die energiegewassen en afval van landbouwbedrijven, de zogenaamde anaerobe gistingstanks, behandelt. Ervoor zorgen dat de apparatuur correct functioneert bij de omzetting van biomassa naar biogas dat wordt gebruikt voor de opwekking van warmte en elektriciteit.",http://data.europa.eu/esco/skill/6d0cad66-82dd-4854-a03a-68232942c68d,houten en metalen onderdelen installeren
KnowledgeSkillCompetence,http://data.europa.eu/esco/skill/8f98653a-4aee-4619-91c7-0cdc2f8e225a,plannen beheren voor het gebruik van organische nevenproducten,released,skill/competence,occupation-specific,,"Plannen implementeren voor het gebruik van biologische nevenproducten. Ervoor zorgen dat plannen voor het gebruik van biologische nevenproducten in overeenstemming zijn met de desbetreffende wetgeving, gedragscodes en teeltbeleid. Ervoor zorgen dat er systemen aanwezig zijn om mensen en dieren te beschermen tegen de gevaren van het werken met biologische nevenproducten zoals drijfgassen. Het gebruik van biologische bijproducten controleren en passende actie nemen als er problemen worden vastgesteld.",http://data.europa.eu/esco/skill/a6c3bda0-c759-495e-b2c5-062b3abe2097,uitvoeren van nieuwe procedures en processen
